ProductID|Name|ProductNumber|MakeFlag|FinishedGoodsFlag|Color|SafetyStockLevel|ReorderPoint|StandardCost|ListPrice|Size|SizeUnitMeasureCode|WeightUnitMeasureCode|Weight|DaysToManufacture|ProductLine|Class|Style|ProductSubcategoryID|ProductModelID|SellStartDate|SellEndDate|DiscontinuedDate
383|Hex Nut 23|HN-3416|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
384|Hex Nut 12|HN-3816|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
385|Hex Nut 13|HN-3824|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
386|Hex Nut 1|HN-4402|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
387|Hex Nut 10|HN-5161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
388|Hex Nut 11|HN-5162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
389|Hex Nut 2|HN-5400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
390|Hex Nut 20|HN-5811|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
391|Hex Nut 21|HN-5818|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
392|Hex Nut 3|HN-6320|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
393|Hex Nut 14|HN-7161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
394|Hex Nut 15|HN-7162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
395|Hex Nut 4|HN-8320|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
396|Hex Nut 18|HN-9161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
397|Hex Nut 19|HN-9168|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
398|Handlebar Tube|HT-2981|True|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
399|Head Tube|HT-8019|True|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
400|LL Hub|HU-6280|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
401|HL Hub|HU-8998|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
402|Keyed Washer|KW-4091|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
403|External Lock Washer 3|LE-1000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
404|External Lock Washer 4|LE-1200|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
405|External Lock Washer 9|LE-1201|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
406|External Lock Washer 5|LE-1400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
407|External Lock Washer 7|LE-3800|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
408|External Lock Washer 6|LE-5160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
409|External Lock Washer 1|LE-6000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
410|External Lock Washer 8|LE-7160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
411|External Lock Washer 2|LE-8000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
412|Internal Lock Washer 3|LI-1000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
413|Internal Lock Washer 4|LI-1200|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
414|Internal Lock Washer 9|LI-1201|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
415|Internal Lock Washer 5|LI-1400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
416|Internal Lock Washer 7|LI-3800|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
417|Internal Lock Washer 6|LI-5160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
418|Internal Lock Washer 10|LI-5800|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
419|Internal Lock Washer 1|LI-6000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
420|Internal Lock Washer 8|LI-7160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
421|Internal Lock Washer 2|LI-8000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
422|Thin-Jam Lock Nut 9|LJ-1213|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
423|Thin-Jam Lock Nut 10|LJ-1220|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
424|Thin-Jam Lock Nut 1|LJ-1420|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
425|Thin-Jam Lock Nut 2|LJ-1428|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
426|Thin-Jam Lock Nut 15|LJ-3410|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
427|Thin-Jam Lock Nut 16|LJ-3416|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
428|Thin-Jam Lock Nut 5|LJ-3816|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
429|Thin-Jam Lock Nut 6|LJ-3824|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
430|Thin-Jam Lock Nut 3|LJ-5161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
431|Thin-Jam Lock Nut 4|LJ-5162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
432|Thin-Jam Lock Nut 13|LJ-5811|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
433|Thin-Jam Lock Nut 14|LJ-5818|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
434|Thin-Jam Lock Nut 7|LJ-7161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
435|Thin-Jam Lock Nut 8|LJ-7162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
436|Thin-Jam Lock Nut 12|LJ-9080|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
437|Thin-Jam Lock Nut 11|LJ-9161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
438|Lock Nut 5|LN-1024|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
439|Lock Nut 6|LN-1032|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
440|Lock Nut 16|LN-1213|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
441|Lock Nut 17|LN-1220|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
442|Lock Nut 7|LN-1224|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
443|Lock Nut 8|LN-1420|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
444|Lock Nut 9|LN-1428|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
445|Lock Nut 22|LN-3410|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
446|Lock Nut 23|LN-3416|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
447|Lock Nut 12|LN-3816|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
448|Lock Nut 13|LN-3824|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
449|Lock Nut 1|LN-4400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
450|Lock Nut 10|LN-5161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
451|Lock Nut 11|LN-5162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
452|Lock Nut 2|LN-5400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
453|Lock Nut 20|LN-5811|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
454|Lock Nut 21|LN-5818|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
455|Lock Nut 3|LN-6320|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
456|Lock Nut 14|LN-7161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
457|Lock Nut 15|LN-7162|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
458|Lock Nut 4|LN-8320|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
459|Lock Nut 19|LN-9080|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
460|Lock Nut 18|LN-9161|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
461|Lock Ring|LR-2398|False|False|Silver|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
462|Lower Head Race|LR-8520|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
463|Lock Washer 4|LW-1000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
464|Lock Washer 5|LW-1200|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
465|Lock Washer 10|LW-1201|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
466|Lock Washer 6|LW-1400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
467|Lock Washer 13|LW-3400|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
468|Lock Washer 8|LW-3800|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
